0;123;123;
1;123;123;
2;129;129;
3;131;131;
4;139;139;
5;139;139;
6;139;139;
7;152;152;
8;152;149;
9;174;174;
10;174;174;
11;174;174;
12;174;174;
13;174;174;
14;177;177;
15;177;177;
16;177;177;
17;190;190;
18;190;177;
19;190;174;
20;190;174;
21;190;174;
22;190;190;
23;190;190;
24;190;190;
25;190;190;
26;190;190;
27;190;190;
28;190;190;
29;190;190;
30;190;174;
31;190;174;
32;190;190;
33;190;174;
34;190;174;
35;190;174;
36;190;174;
37;190;174;
38;190;174;
39;190;174;
40;190;174;
41;190;174;
42;190;174;
43;190;174;
44;190;174;
45;190;174;
46;190;174;
47;190;174;
48;190;174;
49;190;174;
50;190;174;
51;190;174;
52;190;174;
53;190;174;
54;190;174;
55;190;174;
56;190;178;
57;190;174;
58;190;174;
59;190;174;
60;190;174;
61;190;174;
62;190;174;
63;190;174;
64;190;174;
65;190;178;
66;190;178;
67;190;178;
68;190;174;
69;190;174;
70;190;174;
71;190;174;
72;190;174;
73;190;174;
74;190;174;
75;190;174;
76;190;174;
77;190;174;
78;190;174;
79;190;174;
80;190;174;
81;190;174;
82;190;174;
83;190;174;
84;190;174;
85;190;174;
86;190;174;
87;190;174;
88;190;174;
89;190;174;
90;190;174;
91;190;174;
92;190;174;
93;190;174;
94;190;174;
95;190;174;
96;190;174;
97;190;174;
98;190;174;
99;190;174;
100;190;174;
101;190;174;
102;190;174;
103;190;174;
104;190;174;
105;190;174;
106;190;174;
107;190;174;
108;190;174;
109;190;174;
110;190;174;
111;190;174;
112;190;174;
113;190;174;
114;190;174;
115;190;174;
116;190;174;
117;190;174;
118;190;174;
119;190;174;
120;190;174;
121;190;174;
122;190;174;
123;190;174;
124;190;174;
125;190;174;
126;190;174;
127;190;174;
128;190;174;
129;190;174;
130;190;174;
131;190;174;
132;190;174;
133;190;174;
134;190;174;
135;190;174;
136;190;174;
137;190;174;
138;190;174;
139;190;174;
140;190;174;
141;190;174;
142;190;174;
143;190;174;
144;190;174;
145;190;174;
146;190;174;
147;190;174;
148;190;174;
149;190;174;
150;190;174;
151;190;174;
152;190;174;
153;190;174;
154;190;174;
155;190;174;
156;190;174;
157;190;174;
158;190;174;
159;190;174;
160;190;174;
161;190;174;
162;190;174;
163;190;174;
164;190;174;
165;190;174;
166;190;174;
167;190;174;
168;190;174;
169;190;174;
170;190;174;
171;190;174;
172;190;174;
173;190;174;
174;190;174;
175;190;174;
176;190;174;
177;190;174;
178;190;174;
179;190;174;
180;190;174;
181;190;174;
182;190;174;
183;190;174;
184;190;174;
185;190;174;
186;190;174;
187;190;174;
188;190;174;
189;190;174;
190;190;174;
191;190;174;
192;190;174;
193;190;174;
194;190;174;
195;190;174;
196;190;174;
197;190;174;
198;190;174;
199;190;174;
200;190;174;
201;190;174;
202;190;174;
203;190;174;
204;190;174;
205;190;174;
206;190;174;
207;190;174;
208;190;174;
209;190;174;
210;190;174;
211;190;174;
212;190;174;
213;190;174;
214;190;174;
215;190;174;
216;190;174;
217;190;174;
218;190;174;
219;190;174;
220;190;174;
221;190;174;
222;190;174;
223;190;174;
224;190;174;
225;190;174;
226;190;174;
227;190;174;
228;190;174;
229;190;174;
230;190;174;
231;190;174;
232;190;174;
233;190;174;
234;190;174;
235;190;174;
236;190;174;
237;190;174;
238;190;174;
239;190;174;
240;190;174;
241;190;174;
242;190;174;
243;190;174;
244;190;174;
245;190;174;
246;190;174;
